word          ,start       ,end         ,start_sec,end_sec,confidence,id
Now           ,00:00:00.400,00:00:00.700,0.4      ,0.7    ,0.9128386 ,eIhGAa6PW98
typhoon       ,00:00:00.700,00:00:01.500,0.7      ,1.5    ,0.9128386 ,eIhGAa6PW98
non-adult     ,00:00:01.600,00:00:02.500,1.6      ,2.5    ,0.9128386 ,eIhGAa6PW98
has           ,00:00:02.500,00:00:02.900,2.5      ,2.9    ,0.9128386 ,eIhGAa6PW98
killed        ,00:00:02.900,00:00:03.300,2.9      ,3.3    ,0.9128386 ,eIhGAa6PW98
at            ,00:00:03.300,00:00:03.400,3.3      ,3.4    ,0.9128386 ,eIhGAa6PW98
least         ,00:00:03.400,00:00:03.800,3.4      ,3.8    ,0.9128386 ,eIhGAa6PW98
four          ,00:00:03.800,00:00:04.100,3.8      ,4.1    ,0.9128386 ,eIhGAa6PW98
people        ,00:00:04.100,00:00:04.400,4.1      ,4.4    ,0.9128386 ,eIhGAa6PW98
and           ,00:00:04.400,00:00:04.600,4.4      ,4.6    ,0.9128386 ,eIhGAa6PW98
injured       ,00:00:04.600,00:00:05.200,4.6      ,5.2    ,0.9128386 ,eIhGAa6PW98
more          ,00:00:05.300,00:00:05.500,5.3      ,5.5    ,0.9128386 ,eIhGAa6PW98
than          ,00:00:05.500,00:00:05.700,5.5      ,5.7    ,0.9128386 ,eIhGAa6PW98
80            ,00:00:05.700,00:00:06.200,5.7      ,6.2    ,0.9128386 ,eIhGAa6PW98
over          ,00:00:06.200,00:00:06.400,6.2      ,6.4    ,0.9128386 ,eIhGAa6PW98
the           ,00:00:06.400,00:00:06.500,6.4      ,6.5    ,0.9128386 ,eIhGAa6PW98
weekend.      ,00:00:06.500,00:00:07.200,6.5      ,7.2    ,0.9128386 ,eIhGAa6PW98
It's          ,00:00:07.200,00:00:07.400,7.2      ,7.4    ,0.9128386 ,eIhGAa6PW98
been          ,00:00:07.400,00:00:07.500,7.4      ,7.5    ,0.9128386 ,eIhGAa6PW98
downgraded    ,00:00:07.500,00:00:08.200,7.5      ,8.2    ,0.9128386 ,eIhGAa6PW98
at            ,00:00:08.200,00:00:08.300,8.2      ,8.3    ,0.9128386 ,eIhGAa6PW98
the           ,00:00:08.300,00:00:08.400,8.3      ,8.4    ,0.9128386 ,eIhGAa6PW98
moment        ,00:00:08.400,00:00:08.700,8.4      ,8.7    ,0.9128386 ,eIhGAa6PW98
to            ,00:00:08.700,00:00:08.800,8.7      ,8.8    ,0.9128386 ,eIhGAa6PW98
a             ,00:00:08.800,00:00:08.900,8.8      ,8.9    ,0.9128386 ,eIhGAa6PW98
cyclone.      ,00:00:08.900,00:00:09.700,8.9      ,9.7    ,0.9128386 ,eIhGAa6PW98
It            ,00:00:09.900,00:00:10.000,9.9      ,10.0   ,0.9128386 ,eIhGAa6PW98
crossed       ,00:00:10.000,00:00:10.600,10.0     ,10.6   ,0.9128386 ,eIhGAa6PW98
to            ,00:00:10.600,00:00:10.700,10.6     ,10.7   ,0.9128386 ,eIhGAa6PW98
the           ,00:00:10.700,00:00:10.800,10.7     ,10.8   ,0.9128386 ,eIhGAa6PW98
northeastern  ,00:00:10.800,00:00:11.400,10.8     ,11.4   ,0.9128386 ,eIhGAa6PW98
coast         ,00:00:11.400,00:00:11.700,11.4     ,11.7   ,0.9128386 ,eIhGAa6PW98
and           ,00:00:11.700,00:00:11.800,11.7     ,11.8   ,0.9128386 ,eIhGAa6PW98
headed        ,00:00:11.800,00:00:12.100,11.8     ,12.1   ,0.9128386 ,eIhGAa6PW98
out           ,00:00:12.100,00:00:12.200,12.1     ,12.2   ,0.9128386 ,eIhGAa6PW98
to            ,00:00:12.200,00:00:12.300,12.2     ,12.3   ,0.9128386 ,eIhGAa6PW98
the           ,00:00:12.300,00:00:12.400,12.3     ,12.4   ,0.9128386 ,eIhGAa6PW98
Pacific       ,00:00:12.400,00:00:12.900,12.4     ,12.9   ,0.9128386 ,eIhGAa6PW98
"Ocean,"      ,00:00:12.900,00:00:13.400,12.9     ,13.4   ,0.9128386 ,eIhGAa6PW98
hundreds      ,00:00:13.700,00:00:14.200,13.7     ,14.2   ,0.9128386 ,eIhGAa6PW98
of            ,00:00:14.200,00:00:14.400,14.2     ,14.4   ,0.9128386 ,eIhGAa6PW98
thousands     ,00:00:14.400,00:00:14.800,14.4     ,14.8   ,0.9128386 ,eIhGAa6PW98
of            ,00:00:14.800,00:00:14.900,14.8     ,14.9   ,0.9128386 ,eIhGAa6PW98
homes         ,00:00:14.900,00:00:15.300,14.9     ,15.3   ,0.9128386 ,eIhGAa6PW98
are           ,00:00:15.300,00:00:15.400,15.3     ,15.4   ,0.9128386 ,eIhGAa6PW98
without       ,00:00:15.400,00:00:15.900,15.4     ,15.9   ,0.9128386 ,eIhGAa6PW98
power.        ,00:00:15.900,00:00:16.500,15.9     ,16.5   ,0.9128386 ,eIhGAa6PW98
And           ,00:00:16.600,00:00:16.700,16.6     ,16.7   ,0.9128386 ,eIhGAa6PW98
at            ,00:00:16.700,00:00:16.800,16.7     ,16.8   ,0.9128386 ,eIhGAa6PW98
one           ,00:00:16.800,00:00:17.000,16.8     ,17.0   ,0.9128386 ,eIhGAa6PW98
"stage,"      ,00:00:17.000,00:00:17.300,17.0     ,17.3   ,0.9128386 ,eIhGAa6PW98
more          ,00:00:17.300,00:00:17.400,17.3     ,17.4   ,0.9128386 ,eIhGAa6PW98
than          ,00:00:17.400,00:00:17.600,17.4     ,17.6   ,0.9128386 ,eIhGAa6PW98
9             ,00:00:17.600,00:00:17.900,17.6     ,17.9   ,0.71987474,eIhGAa6PW98
million       ,00:00:17.900,00:00:18.300,17.9     ,18.3   ,0.8839552 ,eIhGAa6PW98
people        ,00:00:18.300,00:00:18.700,18.3     ,18.7   ,0.75956166,eIhGAa6PW98
were          ,00:00:18.700,00:00:18.900,18.7     ,18.9   ,0.90674055,eIhGAa6PW98
urged         ,00:00:18.900,00:00:19.400,18.9     ,19.4   ,0.899814  ,eIhGAa6PW98
to            ,00:00:19.400,00:00:19.600,19.4     ,19.6   ,0.732762  ,eIhGAa6PW98
leave         ,00:00:19.600,00:00:20.000,19.6     ,20.0   ,0.9128386 ,eIhGAa6PW98
their         ,00:00:20.000,00:00:20.200,20.0     ,20.2   ,0.9128386 ,eIhGAa6PW98
homes         ,00:00:20.200,00:00:20.800,20.2     ,20.8   ,0.9128386 ,eIhGAa6PW98
across        ,00:00:21.100,00:00:21.500,21.1     ,21.5   ,0.910787  ,eIhGAa6PW98
to            ,00:00:21.500,00:00:21.500,21.5     ,21.5   ,0.9128386 ,eIhGAa6PW98
our           ,00:00:21.500,00:00:21.600,21.5     ,21.6   ,0.83752954,eIhGAa6PW98
correspondent ,00:00:21.600,00:00:22.200,21.6     ,22.2   ,0.75039494,eIhGAa6PW98
in            ,00:00:22.200,00:00:22.400,22.2     ,22.4   ,0.9128386 ,eIhGAa6PW98
Tokyo         ,00:00:22.400,00:00:22.700,22.4     ,22.7   ,0.36780748,eIhGAa6PW98
Rupert        ,00:00:22.700,00:00:23.100,22.7     ,23.1   ,0.71048516,eIhGAa6PW98
with          ,00:00:23.100,00:00:23.200,23.1     ,23.2   ,0.663011  ,eIhGAa6PW98
a             ,00:00:23.200,00:00:23.500,23.2     ,23.5   ,0.72241664,eIhGAa6PW98
haze          ,00:00:23.500,00:00:23.800,23.5     ,23.8   ,0.7190475 ,eIhGAa6PW98
Rupert.       ,00:00:24.200,00:00:24.600,24.2     ,24.6   ,0.62140954,eIhGAa6PW98
Just          ,00:00:24.600,00:00:25.000,24.6     ,25.0   ,0.9128386 ,eIhGAa6PW98
tell          ,00:00:25.000,00:00:25.200,25.0     ,25.2   ,0.9128386 ,eIhGAa6PW98
us            ,00:00:25.200,00:00:25.300,25.2     ,25.3   ,0.47133082,eIhGAa6PW98
how           ,00:00:25.300,00:00:25.500,25.3     ,25.5   ,0.9128386 ,eIhGAa6PW98
bad           ,00:00:25.500,00:00:25.700,25.5     ,25.7   ,0.6513447 ,eIhGAa6PW98
it            ,00:00:25.700,00:00:26.000,25.7     ,26.0   ,0.6732828 ,eIhGAa6PW98
has           ,00:00:26.000,00:00:26.400,26.0     ,26.4   ,0.6986717 ,eIhGAa6PW98
been          ,00:00:26.400,00:00:26.900,26.4     ,26.9   ,0.9128386 ,eIhGAa6PW98
and           ,00:00:26.900,00:00:27.500,26.9     ,27.5   ,0.44278252,eIhGAa6PW98
how           ,00:00:27.600,00:00:27.900,27.6     ,27.9   ,0.7593532 ,eIhGAa6PW98
is            ,00:00:27.900,00:00:28.100,27.9     ,28.1   ,0.9128386 ,eIhGAa6PW98
it            ,00:00:28.100,00:00:28.500,28.1     ,28.5   ,0.3500938 ,eIhGAa6PW98
for           ,00:00:28.600,00:00:28.800,28.6     ,28.8   ,0.9128386 ,eIhGAa6PW98
those         ,00:00:28.800,00:00:29.000,28.8     ,29.0   ,0.58930546,eIhGAa6PW98
affected      ,00:00:29.000,00:00:29.500,29.0     ,29.5   ,0.40330818,eIhGAa6PW98
at            ,00:00:29.500,00:00:29.600,29.5     ,29.6   ,0.9128386 ,eIhGAa6PW98
the           ,00:00:29.600,00:00:29.600,29.6     ,29.6   ,0.543856  ,eIhGAa6PW98
moment.       ,00:00:29.600,00:00:30.100,29.6     ,30.1   ,0.6513448 ,eIhGAa6PW98
"Yeah,"       ,00:00:32.200,00:00:32.300,32.2     ,32.3   ,0.9128386 ,eIhGAa6PW98
as            ,00:00:32.300,00:00:32.500,32.3     ,32.5   ,0.9128386 ,eIhGAa6PW98
you           ,00:00:32.500,00:00:32.600,32.5     ,32.6   ,0.9128386 ,eIhGAa6PW98
say           ,00:00:32.600,00:00:32.800,32.6     ,32.8   ,0.9128386 ,eIhGAa6PW98
that          ,00:00:32.800,00:00:33.200,32.8     ,33.2   ,0.9128386 ,eIhGAa6PW98
typhoon       ,00:00:33.500,00:00:33.900,33.5     ,33.9   ,0.9128386 ,eIhGAa6PW98
and           ,00:00:33.900,00:00:34.100,33.9     ,34.1   ,0.9128386 ,eIhGAa6PW98
model         ,00:00:34.100,00:00:34.300,34.1     ,34.3   ,0.9128386 ,eIhGAa6PW98
has           ,00:00:34.300,00:00:34.600,34.3     ,34.6   ,0.9128386 ,eIhGAa6PW98
now           ,00:00:34.600,00:00:34.700,34.6     ,34.7   ,0.9128386 ,eIhGAa6PW98
been          ,00:00:34.700,00:00:34.900,34.7     ,34.9   ,0.9128386 ,eIhGAa6PW98
downgraded    ,00:00:34.900,00:00:35.500,34.9     ,35.5   ,0.9128386 ,eIhGAa6PW98
and           ,00:00:35.500,00:00:35.800,35.5     ,35.8   ,0.9128386 ,eIhGAa6PW98
has           ,00:00:35.800,00:00:36.100,35.8     ,36.1   ,0.9128386 ,eIhGAa6PW98
broken        ,00:00:36.100,00:00:36.500,36.1     ,36.5   ,0.9128386 ,eIhGAa6PW98
up            ,00:00:36.500,00:00:36.700,36.5     ,36.7   ,0.9128386 ,eIhGAa6PW98
over          ,00:00:36.700,00:00:36.800,36.7     ,36.8   ,0.9128386 ,eIhGAa6PW98
Northern      ,00:00:36.800,00:00:37.200,36.8     ,37.2   ,0.9128386 ,eIhGAa6PW98
"Japan,"      ,00:00:37.200,00:00:37.500,37.2     ,37.5   ,0.9128386 ,eIhGAa6PW98
but           ,00:00:37.500,00:00:37.700,37.5     ,37.7   ,0.9128386 ,eIhGAa6PW98
for           ,00:00:37.700,00:00:37.800,37.7     ,37.8   ,0.9128386 ,eIhGAa6PW98
the           ,00:00:37.800,00:00:37.900,37.8     ,37.9   ,0.9128386 ,eIhGAa6PW98
last          ,00:00:37.900,00:00:38.200,37.9     ,38.2   ,0.9128386 ,eIhGAa6PW98
three         ,00:00:38.200,00:00:38.500,38.2     ,38.5   ,0.9128386 ,eIhGAa6PW98
"days,"       ,00:00:38.500,00:00:38.900,38.5     ,38.9   ,0.9128386 ,eIhGAa6PW98
it            ,00:00:38.900,00:00:39.100,38.9     ,39.1   ,0.9128386 ,eIhGAa6PW98
really        ,00:00:39.100,00:00:39.300,39.1     ,39.3   ,0.9128386 ,eIhGAa6PW98
has           ,00:00:39.300,00:00:39.600,39.3     ,39.6   ,0.9128386 ,eIhGAa6PW98
been          ,00:00:39.600,00:00:39.900,39.6     ,39.9   ,0.9128386 ,eIhGAa6PW98
a             ,00:00:39.900,00:00:40.000,39.9     ,40.0   ,0.9128386 ,eIhGAa6PW98
monster       ,00:00:40.000,00:00:40.900,40.0     ,40.9   ,0.9128386 ,eIhGAa6PW98
monster       ,00:00:41.000,00:00:41.600,41.0     ,41.6   ,0.9128386 ,eIhGAa6PW98
storm.        ,00:00:41.600,00:00:42.100,41.6     ,42.1   ,0.9128386 ,eIhGAa6PW98
The           ,00:00:42.400,00:00:42.500,42.4     ,42.5   ,0.9128386 ,eIhGAa6PW98
like          ,00:00:42.500,00:00:42.700,42.5     ,42.7   ,0.9128386 ,eIhGAa6PW98
of            ,00:00:42.700,00:00:42.800,42.7     ,42.8   ,0.9128386 ,eIhGAa6PW98
which         ,00:00:42.800,00:00:43.500,42.8     ,43.5   ,0.9128386 ,eIhGAa6PW98
Japan         ,00:00:43.600,00:00:44.000,43.6     ,44.0   ,0.9128386 ,eIhGAa6PW98
has           ,00:00:44.000,00:00:44.300,44.0     ,44.3   ,0.9128386 ,eIhGAa6PW98
rarely        ,00:00:44.300,00:00:44.700,44.3     ,44.7   ,0.9128386 ,eIhGAa6PW98
seen          ,00:00:44.700,00:00:45.000,44.7     ,45.0   ,0.9128386 ,eIhGAa6PW98
only          ,00:00:45.000,00:00:45.200,45.0     ,45.2   ,0.9128386 ,eIhGAa6PW98
a             ,00:00:45.200,00:00:45.500,45.2     ,45.5   ,0.9128386 ,eIhGAa6PW98
handful       ,00:00:45.600,00:00:46.000,45.6     ,46.0   ,0.9128386 ,eIhGAa6PW98
of            ,00:00:46.000,00:00:46.100,46.0     ,46.1   ,0.9128386 ,eIhGAa6PW98
other         ,00:00:46.100,00:00:46.200,46.1     ,46.2   ,0.9128386 ,eIhGAa6PW98
"times,"      ,00:00:46.200,00:00:46.600,46.2     ,46.6   ,0.9128386 ,eIhGAa6PW98
a             ,00:00:46.600,00:00:46.600,46.6     ,46.6   ,0.9128386 ,eIhGAa6PW98
storm         ,00:00:46.600,00:00:46.900,46.6     ,46.9   ,0.9128386 ,eIhGAa6PW98
of            ,00:00:46.900,00:00:46.900,46.9     ,46.9   ,0.9128386 ,eIhGAa6PW98
this          ,00:00:46.900,00:00:47.100,46.9     ,47.1   ,0.9128386 ,eIhGAa6PW98
size          ,00:00:47.100,00:00:47.400,47.1     ,47.4   ,0.9128386 ,eIhGAa6PW98
in            ,00:00:47.400,00:00:47.600,47.4     ,47.6   ,0.9128386 ,eIhGAa6PW98
the           ,00:00:47.600,00:00:47.600,47.6     ,47.6   ,0.9128386 ,eIhGAa6PW98
last          ,00:00:47.600,00:00:48.000,47.6     ,48.0   ,0.9128386 ,eIhGAa6PW98
half-century  ,00:00:48.000,00:00:48.800,48.0     ,48.8   ,0.74595827,eIhGAa6PW98
and           ,00:00:48.800,00:00:49.300,48.8     ,49.3   ,0.83763623,eIhGAa6PW98
it's          ,00:00:49.500,00:00:50.000,49.5     ,50.0   ,0.9128386 ,eIhGAa6PW98
hit           ,00:00:50.000,00:00:50.600,50.0     ,50.6   ,0.9097096 ,eIhGAa6PW98
the           ,00:00:51.200,00:00:51.300,51.2     ,51.3   ,0.8755292 ,eIhGAa6PW98
South         ,00:00:51.300,00:00:51.700,51.3     ,51.7   ,0.36342734,eIhGAa6PW98
and           ,00:00:51.700,00:00:52.200,51.7     ,52.2   ,0.3484771 ,eIhGAa6PW98
Kyushu        ,00:00:52.300,00:00:52.900,52.3     ,52.9   ,0.7688679 ,eIhGAa6PW98
island        ,00:00:52.900,00:00:53.300,52.9     ,53.3   ,0.9128386 ,eIhGAa6PW98
island        ,00:00:53.300,00:00:53.600,53.3     ,53.6   ,0.7688679 ,eIhGAa6PW98
of            ,00:00:53.600,00:00:53.600,53.6     ,53.6   ,0.9128386 ,eIhGAa6PW98
Kyushu        ,00:00:53.600,00:00:54.200,53.6     ,54.2   ,0.6608175 ,eIhGAa6PW98
on            ,00:00:54.200,00:00:54.400,54.2     ,54.4   ,0.74890685,eIhGAa6PW98
Sunday.       ,00:00:54.400,00:00:54.900,54.4     ,54.9   ,0.9128386 ,eIhGAa6PW98
And           ,00:00:54.900,00:00:55.000,54.9     ,55.0   ,0.9128386 ,eIhGAa6PW98
then          ,00:00:55.000,00:00:55.200,55.0     ,55.2   ,0.9128386 ,eIhGAa6PW98
it            ,00:00:55.200,00:00:55.300,55.2     ,55.3   ,0.9128386 ,eIhGAa6PW98
has           ,00:00:55.300,00:00:55.500,55.3     ,55.5   ,0.74890685,eIhGAa6PW98
just          ,00:00:55.500,00:00:55.800,55.5     ,55.8   ,0.7030829 ,eIhGAa6PW98
turned        ,00:00:55.800,00:00:56.600,55.8     ,56.6   ,0.5328954 ,eIhGAa6PW98
right         ,00:00:56.600,00:00:56.900,56.6     ,56.9   ,0.6539253 ,eIhGAa6PW98
across        ,00:00:56.900,00:00:57.400,56.9     ,57.4   ,0.6939479 ,eIhGAa6PW98
the           ,00:00:57.400,00:00:57.500,57.4     ,57.5   ,0.9128386 ,eIhGAa6PW98
whole         ,00:00:57.500,00:00:57.900,57.5     ,57.9   ,0.6299266 ,eIhGAa6PW98
of            ,00:00:57.900,00:00:58.000,57.9     ,58.0   ,0.7164848 ,eIhGAa6PW98
Japan.        ,00:00:58.000,00:00:58.600,58.0     ,58.6   ,0.5044048 ,eIhGAa6PW98
Over          ,00:00:58.600,00:00:58.800,58.6     ,58.8   ,0.9128386 ,eIhGAa6PW98
the           ,00:00:58.800,00:00:58.900,58.8     ,58.9   ,0.693948  ,eIhGAa6PW98
last          ,00:00:58.900,00:00:59.200,58.9     ,59.2   ,0.7164848 ,eIhGAa6PW98
two           ,00:00:59.200,00:00:59.400,59.2     ,59.4   ,0.9128386 ,eIhGAa6PW98
and           ,00:00:59.400,00:00:59.500,59.4     ,59.5   ,0.693948  ,eIhGAa6PW98
a             ,00:00:59.500,00:00:59.500,59.5     ,59.5   ,0.9128386 ,eIhGAa6PW98
half          ,00:00:59.500,00:00:59.800,59.5     ,59.8   ,0.7602738 ,eIhGAa6PW98
days          ,00:00:59.800,00:01:00.200,59.8     ,60.2   ,0.72515213,eIhGAa6PW98
and           ,00:01:00.600,00:01:00.800,60.6     ,60.8   ,0.74890685,eIhGAa6PW98
really        ,00:01:00.800,00:01:01.300,60.8     ,61.3   ,0.5602503 ,eIhGAa6PW98
bringing      ,00:01:01.400,00:01:01.800,61.4     ,61.8   ,0.7204141 ,eIhGAa6PW98
Very          ,00:01:02.600,00:01:03.000,62.6     ,63.0   ,0.9128386 ,eIhGAa6PW98
destructive   ,00:01:03.000,00:01:03.600,63.0     ,63.6   ,0.9128386 ,eIhGAa6PW98
"winds,"      ,00:01:03.600,00:01:03.800,63.6     ,63.8   ,0.9128386 ,eIhGAa6PW98
150           ,00:01:03.800,00:01:04.600,63.8     ,64.6   ,0.9128386 ,eIhGAa6PW98
mile          ,00:01:04.600,00:01:04.800,64.6     ,64.8   ,0.4488651 ,eIhGAa6PW98
an            ,00:01:04.800,00:01:04.900,64.8     ,64.9   ,0.4488651 ,eIhGAa6PW98
hour          ,00:01:04.900,00:01:05.000,64.9     ,65.0   ,0.4488651 ,eIhGAa6PW98
winds         ,00:01:05.000,00:01:05.300,65.0     ,65.3   ,0.9128386 ,eIhGAa6PW98
over          ,00:01:05.300,00:01:05.500,65.3     ,65.5   ,0.78482884,eIhGAa6PW98
200           ,00:01:05.500,00:01:06.000,65.5     ,66.0   ,0.9128386 ,eIhGAa6PW98
km            ,00:01:06.000,00:01:06.600,66.0     ,66.6   ,0.89945906,eIhGAa6PW98
an            ,00:01:06.600,00:01:06.700,66.6     ,66.7   ,0.72534543,eIhGAa6PW98
hour          ,00:01:06.700,00:01:06.800,66.7     ,66.8   ,0.6981747 ,eIhGAa6PW98
"winds,"      ,00:01:06.800,00:01:07.300,66.8     ,67.3   ,0.7383337 ,eIhGAa6PW98
which         ,00:01:07.700,00:01:07.900,67.7     ,67.9   ,0.9128386 ,eIhGAa6PW98
have          ,00:01:07.900,00:01:08.000,67.9     ,68.0   ,0.73833376,eIhGAa6PW98
caused        ,00:01:08.000,00:01:08.300,68.0     ,68.3   ,0.9128386 ,eIhGAa6PW98
quite         ,00:01:08.300,00:01:08.500,68.3     ,68.5   ,0.9128386 ,eIhGAa6PW98
a             ,00:01:08.500,00:01:08.500,68.5     ,68.5   ,0.9128386 ,eIhGAa6PW98
lot           ,00:01:08.500,00:01:08.700,68.5     ,68.7   ,0.6981748 ,eIhGAa6PW98
of            ,00:01:08.700,00:01:08.900,68.7     ,68.9   ,0.56216156,eIhGAa6PW98
damage        ,00:01:09.000,00:01:09.500,69.0     ,69.5   ,0.70359683,eIhGAa6PW98
to            ,00:01:09.500,00:01:09.600,69.5     ,69.6   ,0.6981747 ,eIhGAa6PW98
electricity   ,00:01:09.600,00:01:10.200,69.6     ,70.2   ,0.7219516 ,eIhGAa6PW98
supplies      ,00:01:10.200,00:01:10.900,70.2     ,70.9   ,0.75554794,eIhGAa6PW98
and           ,00:01:11.100,00:01:11.300,71.1     ,71.3   ,0.9128386 ,eIhGAa6PW98
structural    ,00:01:11.300,00:01:11.800,71.3     ,71.8   ,0.89104974,eIhGAa6PW98
damage.       ,00:01:11.800,00:01:12.200,71.8     ,72.2   ,0.57643414,eIhGAa6PW98
But           ,00:01:12.200,00:01:12.400,72.2     ,72.4   ,0.9128386 ,eIhGAa6PW98
"really,"     ,00:01:12.400,00:01:12.700,72.4     ,72.7   ,0.9128386 ,eIhGAa6PW98
